update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,2230.0912454362615,0,0.3647999978065491,0.40952392686362526,0.0,0.9855999946594238,59.88,47.555710487805776,2.0,125.0,1.8964697420597076,-0.12813543621450663,-0.11012525204569101,0.028092893306165934,0.09984919738818983,0.3647999978065491,0.40952392686362526,0.0,0.9855999946594238
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,5033.488240943608,1,0.3355578960556733,0.3764735531843964,0.0,0.920799970626831,50.421052631578945,39.096124171172725,3.0,125.0,1.9223534762859344,0.013342883816221729,-0.11060160957276821,0.03251924202777445,0.08037406425981941,0.3355578960556733,0.3764735531843964,0.0,0.920799970626831
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,4974.971239929805,1,0.26996922932374173,0.38455045062801047,0.0,0.9855999946594238,55.743589743589745,45.67539760186111,2.0,125.0,1.915548712015152,0.0654728845693171,-0.040821713861078024,0.0200643518473953,0.05119917319473163,0.26996922932374173,0.38455045062801047,0.0,0.9855999946594238
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,5430.800136814214,2,0.3153422196706136,0.4058778516795554,0.0,0.9927999973297119,44.48888888888889,42.80271134829466,1.0,125.0,1.903211772441864,0.1125524640083313,-0.03546038386411965,0.02257312717847526,0.09017479271838665,0.3153422196706136,0.4058778516795554,0.0,0.9927999973297119
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,5147.71451840337,2,0.4029387734374221,0.41786384012302025,0.0,0.9927999973297119,42.46938775510204,40.38038624756711,1.0,125.0,1.9045797139406204,0.15490321815013885,-0.0447197942994535,0.029611736768856645,0.09619846886496411,0.4029387734374221,0.41786384012302025,0.0,0.9927999973297119
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,4886.222166097551,2,0.3682909079573371,0.41012083380965536,0.0,0.9639999866485596,45.38636363636363,39.896579888216735,2.0,125.0,1.8915246278047562,0.15846604108810425,-0.034162316587753594,0.02703318139538169,0.1033677834151618,0.3682909079573371,0.41012083380965536,0.0,0.9639999866485596
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,4923.239064336736,3,0.43076999895274637,0.4275221789052046,0.0,0.9927999973297119,27.625,25.848295398343,1.0,108.0,1.862704411149025,0.23385338112711906,-0.04863725136965513,0.04815044021233916,0.18815800271460711,0.43076999895274637,0.4275221789052046,0.0,0.9927999973297119
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,5087.6634132617855,3,0.45035733381907145,0.40731112299759126,0.0,0.9927999973297119,27.533333333333335,25.32631481724537,1.0,125.0,1.8556283116340637,0.3262101337313652,-0.028550357092171907,0.03869831096380949,0.1073852318687004,0.45035733381907145,0.40731112299759126,0.0,0.9927999973297119
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,5226.416659923179,4,0.49109532579640364,0.4399850324240081,0.0,0.9927999973297119,20.710280373831775,22.00382691685269,1.0,118.0,1.843465730547905,0.3539240062236786,-0.02176395442802459,0.05822730669751763,0.1462620375090765,0.49109532579640364,0.4399850324240081,0.0,0.9927999973297119
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,5087.750801371275,4,0.5328440349036401,0.4379393101559146,0.0,0.9927999973297119,18.027522935779817,17.515633235073768,1.0,101.0,1.7695738971233368,0.38364503160119057,-0.01616883371025324,0.05760235572233796,0.14913538762684136,0.5328440349036401,0.4379393101559146,0.0,0.9927999973297119
11,22528,4579.3983040637,5,0.5193924789590046,0.44495321584604275,0.0,0.9927999973297119,16.44360902255639,18.293518936914708,1.0,116.0,1.7652936726808548,0.3988843634724617,-0.020393021986819804,0.06558699999004602,0.164386459893623,0.5193924789590046,0.44495321584604275,0.0,0.9927999973297119
12,24576,4755.078169873278,5,0.5120983568371319,0.44819467984081585,0.0,0.9927999973297119,16.975409836065573,16.523933518699327,1.0,73.0,1.7868164330720901,0.40703270956873894,0.024964842363260686,0.05978178884834051,0.1698580231670837,0.5120983568371319,0.44819467984081585,0.0,0.9927999973297119
13,26624,4883.610893207295,5,0.5152711069142377,0.44757204035304315,0.0,0.9927999973297119,14.674074074074074,13.456558158607814,1.0,66.0,1.7721244841814041,0.4150216579437256,-0.014817379007581621,0.07164697721600533,0.1714753629909799,0.5152711069142377,0.44757204035304315,0.0,0.9927999973297119
14,28672,4907.625440775537,6,0.4957269832255348,0.44860232784261367,0.0,0.9927999973297119,15.238095238095237,13.799257267468668,1.0,84.0,1.7827315628528595,0.3819633275270462,-0.01949874882120639,0.06669471599161625,0.13896940593965884,0.4957269832255348,0.44860232784261367,0.0,0.9927999973297119
15,30720,4985.69263174024,6,0.4528925598652895,0.44978547350291104,0.0,0.9927999973297119,17.59504132231405,18.101905526103554,1.0,118.0,1.7918420732021332,0.3594433106482029,0.012792180699761957,0.06338684819638729,0.1366019751145197,0.4528925598652895,0.44978547350291104,0.0,0.9927999973297119
16,32768,4695.865033579244,7,0.5089159387609233,0.4503990447360875,0.0,0.9927999973297119,15.789855072463768,16.446863450831604,1.0,99.0,1.7598590403795242,0.3962897025048733,-0.023541611270047724,0.07028666511178017,0.1752545959142981,0.5089159387609233,0.4503990447360875,0.0,0.9927999973297119
17,34816,4897.867895685453,7,0.5201244416060271,0.45084373236405756,0.0,0.9927999973297119,14.829629629629629,14.191568044671085,1.0,75.0,1.753265619277954,0.3805948831140995,-0.03714567725546658,0.06927823089063168,0.17992508151759937,0.5201244416060271,0.45084373236405756,0.0,0.9927999973297119
18,36864,4501.783742934137,8,0.4931609745069248,0.45834811909664963,0.0,0.9927999973297119,12.597560975609756,14.162695551012606,1.0,87.0,1.7838382422924042,0.40800347551703453,-0.01399265305371955,0.08074047975242138,0.18121469940757573,0.4931609745069248,0.45834811909664963,0.0,0.9927999973297119
19,38912,4681.9108402595075,8,0.5209567532748789,0.4551012226925144,0.0,0.9927999973297119,13.64864864864865,14.56526081119641,1.0,102.0,1.77726049721241,0.40875423327088356,-0.005239414400421083,0.07596989721059799,0.24246483522668977,0.5209567532748789,0.4551012226925144,0.0,0.9927999973297119
20,40960,4879.017391358678,8,0.5185077687619264,0.45982521969335416,0.0,0.9927999973297119,11.005181347150259,10.979253827306248,1.0,64.0,1.7439430058002472,0.44515326991677284,0.0047383931814692914,0.09198608621954918,0.2258895706074761,0.5185077687619264,0.45982521969335416,0.0,0.9927999973297119
21,43008,5048.344343195997,9,0.4709714267935072,0.4573504471450083,0.0,0.9927999973297119,12.464285714285714,9.700817870001414,1.0,44.0,1.7762507945299149,0.43158238753676414,0.010628086572978646,0.09106837213039398,0.2030121941879125,0.4709714267935072,0.4573504471450083,0.0,0.9927999973297119
22,45056,4906.56581874014,9,0.5678134922600963,0.4430182888630284,0.0,0.9927999973297119,12.128834355828221,10.188497808721797,1.0,50.0,1.7863439321517944,0.46272261813282967,-0.060818850295618176,0.07994059287011623,0.18771322605663313,0.5678134922600963,0.4430182888630284,0.0,0.9927999973297119
23,47104,4987.536632835544,10,0.5366902817998613,0.4563773307536263,0.0,0.9927999973297119,12.297142857142857,13.610615304959282,1.0,112.0,1.7817087173461914,0.46527881920337677,0.031787791987881064,0.08868629205971956,0.1901279817377635,0.5366902817998613,0.4563773307536263,0.0,0.9927999973297119
24,49152,4815.296160907234,10,0.44453743268281987,0.4638594869597876,0.0,0.9927999973297119,10.2,9.551802085309507,1.0,51.0,1.770654872059822,0.4231046251952648,0.023371296643745154,0.0949720898643136,0.19413747939230724,0.44453743268281987,0.4638594869597876,0.0,0.9927999973297119
25,51200,4678.68751303806,10,0.5032129706563176,0.4623272747518897,0.0,0.9927999973297119,11.005405405405405,10.260655527921863,1.0,65.0,1.7889291048049927,0.3966866210103035,-0.043602898716926575,0.09411737322807312,0.197496889092162,0.5032129706563176,0.4623272747518897,0.0,0.9927999973297119
26,53248,4746.300091114184,11,0.5738227230242707,0.4496830983209942,0.0,0.9927999973297119,11.363636363636363,10.632477922707364,1.0,76.0,1.7557097673416138,0.44400424510240555,-0.05458635254763067,0.08562089037150145,0.183074199745882,0.5738227230242707,0.4496830983209942,0.0,0.9927999973297119
27,55296,4943.8813919865925,11,0.4783623006331359,0.4600353082444924,0.0,0.9927999973297119,11.136125654450261,10.335842362645993,1.0,57.0,1.7762257903814316,0.427490908652544,0.004268808872438967,0.09169929567724466,0.16188637566034034,0.4783623006331359,0.4600353082444924,0.0,0.9927999973297119
28,57344,4604.3521332409955,12,0.4954838685451015,0.4664284610456861,0.0,0.9927999973297119,10.913978494623656,10.25340846971627,1.0,71.0,1.7098524123430252,0.4030294120311737,0.026838164281798527,0.09740693867206573,0.22117400228950723,0.4954838685451015,0.4664284610456861,0.0,0.9927999973297119
29,59392,4808.167000834019,12,0.5166384938737036,0.465756188214031,0.0,0.9927999973297119,9.544600938967136,8.918205858398261,1.0,59.0,1.7465727627277374,0.4368254244327545,-0.02211589622311294,0.10435054264962673,0.23111875093290976,0.5166384938737036,0.465756188214031,0.0,0.9927999973297119
30,61440,4901.842337517526,13,0.486119368625561,0.458860660981427,0.0,0.9927999973297119,10.68586387434555,10.784211804936007,1.0,65.0,1.7707659155130386,0.4514779932796955,0.019930415757698938,0.08916239533573389,0.2064098701577748,0.486119368625561,0.458860660981427,0.0,0.9927999973297119
31,63488,4757.100589907117,13,0.47728841869454636,0.4652973604163884,0.0,0.9927999973297119,10.81578947368421,10.225497705446896,1.0,54.0,1.7743935585021973,0.43297114223241806,0.04142364440485835,0.09256666712462902,0.1664336149950607,0.47728841869454636,0.4652973604163884,0.0,0.9927999973297119
32,65536,4915.140000732413,13,0.4762610488816311,0.4603980068772547,0.0,0.9927999973297119,10.6,9.660990468999815,1.0,61.0,1.7502406686544418,0.4287557750940323,0.0014778980985283852,0.09394967555999756,0.15437371068209157,0.4762610488816311,0.4603980068772547,0.0,0.9927999973297119
33,67584,4950.403147996281,14,0.5831176439921061,0.4474867860336554,0.0,0.9927999973297119,10.426470588235293,9.174211794647892,1.0,70.0,1.7208161056041718,0.4953320063650608,-0.07631459855474532,0.09653752110898495,0.2351216391575605,0.5831176439921061,0.4474867860336554,0.0,0.9927999973297119
34,69632,4936.088710062055,14,0.5415513991752517,0.45905423912731547,0.0,0.9927999973297119,9.35981308411215,7.863108702652874,1.0,51.0,1.695374682545662,0.5075225308537483,-0.004910932038910687,0.09809054620563984,0.2567141034937915,0.5415513991752517,0.45905423912731547,0.0,0.9927999973297119
35,71680,4844.782254989769,15,0.4915697441882446,0.46936855936682476,0.0,0.9927999973297119,8.680672268907562,7.858445944160855,1.0,58.0,1.7081161439418793,0.4827460013329983,0.05346798803657293,0.1133873276412487,0.24130547678566294,0.4915697441882446,0.46936855936682476,0.0,0.9927999973297119
36,73728,4717.390769879643,15,0.48383529096090494,0.4730997975628639,0.0,0.9927999973297119,8.630252100840336,7.600160929541726,1.0,42.0,1.6601337939500809,0.4315392002463341,0.012057738960720599,0.1112837577238679,0.2285084734249263,0.48383529096090494,0.4730997975628639,0.0,0.9927999973297119
37,75776,4939.023349281306,16,0.47929953567443356,0.4662252962394932,0.0,0.9927999973297119,9.253456221198157,8.370196168971763,1.0,47.0,1.6353356391191483,0.43993839994072914,-0.019083114515524358,0.10259282495826483,0.23306979000159042,0.47929953567443356,0.4662252962394932,0.0,0.9927999973297119
38,77824,4845.684144733056,16,0.5366558499701388,0.46621408113476215,0.0,0.9927999973297119,9.32882882882883,9.334377876434496,1.0,55.0,1.6476993262767792,0.46563902869820595,-0.01575200300430879,0.1051152553409338,0.2233329160486486,0.5366558499701388,0.46621408113476215,0.0,0.9927999973297119
39,79872,4681.2704116388495,16,0.48665784730398953,0.47230636768448353,0.0,0.9927999973297119,8.37603305785124,7.817859663483058,1.0,52.0,1.6648568660020828,0.4453893341124058,0.016973362653516233,0.11150968354195356,0.31123741148914885,0.48665784730398953,0.47230636768448353,0.0,0.9927999973297119
40,81920,4583.261307109125,17,0.48270608368127244,0.4681652243843928,0.0,0.9927999973297119,9.1,9.020435736125236,1.0,51.0,1.6319317817687988,0.4426734149456024,-0.010816475056344643,0.10726868361234665,0.2467573890803511,0.48270608368127244,0.4681652243843928,0.0,0.9927999973297119
41,83968,4811.536231591813,17,0.4620283145820145,0.4680581063287579,0.0,0.9927999973297119,9.172566371681416,8.90864895240009,1.0,64.0,1.6302354633808136,0.4356207624077797,-0.006523335236124694,0.10523770935833454,0.2607740979368152,0.4620283145820145,0.4680581063287579,0.0,0.9927999973297119
42,86016,4818.2159070767175,18,0.5319496249711072,0.47019015284188675,0.0,0.9927999973297119,7.488888888888889,7.286076693272376,1.0,59.0,1.5652250349521637,0.4664008915424347,-0.06683602184057236,0.11851497646421194,0.2433156924644173,0.5319496249711072,0.47019015284188675,0.0,0.9927999973297119
43,88064,4692.584017559903,18,0.5389851552858791,0.47044207919208864,0.0,0.9927999973297119,7.332155477031802,7.145330676574296,1.0,67.0,1.6066734939813614,0.4991280622780323,-0.034345606225542724,0.11911697220057249,0.22217017352588214,0.5389851552858791,0.47044207919208864,0.0,0.9927999973297119
44,90112,4646.988275326685,19,0.49806852193467643,0.47093903971947915,0.0,0.9927999973297119,7.952191235059761,7.540442433366837,1.0,46.0,1.5907852798700333,0.48242292180657387,0.015072269947268069,0.11234795302152634,0.2480068314592181,0.49806852193467643,0.47093903971947915,0.0,0.9927999973297119
45,92160,4768.585602314697,19,0.4436483479244805,0.47034274798997483,0.0,0.9927999973297119,7.794871794871795,7.3466029179555425,1.0,47.0,1.5980693846940994,0.4519119895994663,0.04375907429493964,0.11882496438920498,0.27323378992003744,0.4436483479244805,0.47034274798997483,0.0,0.9927999973297119
46,94208,4553.882859881418,20,0.5789832624781179,0.4646338524882041,0.0,0.9927999973297119,7.952191235059761,6.957304709726815,1.0,44.0,1.5911815166473389,0.4886508993804455,-0.0266335109481588,0.11726851668208838,0.25073597133245795,0.5789832624781179,0.4646338524882041,0.0,0.9927999973297119
47,96256,4468.215655727344,20,0.4822651303134202,0.47089469410888446,0.0,0.9927999973297119,7.89272030651341,6.461496976293118,1.0,36.0,1.6043573319911957,0.4834403023123741,-0.0036725832615047693,0.11973332986235619,0.2941842951616762,0.4822651303134202,0.47089469410888446,0.0,0.9927999973297119
48,98304,4660.507186404888,20,0.46731289956838856,0.47257321841178024,0.0,0.9927999973297119,8.28225806451613,8.17456764553742,1.0,68.0,1.5885391980409622,0.4474045932292938,0.04012246313504875,0.11304177716374397,0.2463434590586011,0.46731289956838856,0.47257321841178024,0.0,0.9927999973297119
49,100352,4907.047918059102,21,0.540152375754856,0.4608928641581402,0.0,0.9927999973297119,9.676190476190476,8.63767521423305,1.0,49.0,1.5852439999580383,0.4610184468328953,-0.05688990605995059,0.10110601410269737,0.19921770328090455,0.540152375754856,0.4608928641581402,0.0,0.9927999973297119
